1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-0.8838,0.6239,1.8352,2.2422,3.7739,-1.7041,3.5268,1.4703,-0.0567,-0.2888,6.7602,-2.0596,3.7347,-1.6099,-4.0584,-1.7330,4.4211,-1.5496,1.7948,2.8582,2.0716,-0.0098,4.7970,-2.9173,-1.4621,-0.4923,8.2875,2.7182,-4.3397,7.6670,1.8427,-4.9505,3.7293,3.9116,-2.4689,-0.6357,-1.0708,2.2439,-3.5461,4.1005,4.1905,-7.2577,-3.5366,2.1114,0.1076,-1.6369,-7.9660,-6.9761,0.4734,-6.6711,-6.2509,-2.5112,0.4463,3.8624,-0.3127,-4.4464,-9.7736,6.2097,0.9818,1.5064,1.0323,10.1723,7.6508,-1.7102,-5.9004,0.9912,-4.8684,3.6649,1.1274,0.9602,-0.7295,4.4147,-0.5382,11.1142,5.0286,6.4389,2.8444,1.7388,7.5486,9.2509,-8.4147,5.1362,1.8153,-10.6424,-0.1446,-17.9326,-2.0169,10.9148,-6.1414,8.9528,3.3962,-2.9957,9.9241,2.0751,0.2805,-2.1943,4.9288,2.3614,-4.5238,6.9486
0.7933,1.8023,1.4616,0.1537,4.5296,-3.5229,3.7309,0.6336,1.5819,0.4922,6.8294,-1.2542,5.9571,-2.3275,-4.3150,-0.6115,5.7133,-1.2142,2.0690,2.8292,2.0816,0.9249,4.2773,-3.2226,-2.8929,0.8495,9.0438,3.5171,-4.1227,7.5313,1.4886,-4.4771,3.1056,2.5111,-1.9282,-0.4173,0.0496,3.4072,-2.1312,4.2838,2.8808,-7.1637,-2.0193,3.0762,0.3606,-2.4372,-9.5341,-7.7782,0.9521,-7.2589,-5.9464,-1.7439,1.1218,4.1830,-1.2314,-4.1624,-10.2295,5.9739,1.1829,0.9643,0.5438,9.7558,5.7990,-4.4486,-4.9279,-0.0998,-4.0975,5.1456,-0.5317,1.8196,-1.8682,6.3477,1.3396,11.4042,6.2238,6.9335,3.3843,1.4792,7.4788,9.8050,-7.4433,6.3496,2.8329,-11.6257,-0.2823,-18.2225,-3.0015,10.2067,-7.0531,9.5065,1.7300,-4.9231,10.5117,1.0239,-0.1923,-3.7797,5.0060,1.7814,-3.3359,7.5096
1.7914,0.5908,1.0242,-0.2104,5.5193,-3.8797,4.4676,-0.2987,2.7529,-0.8378,8.0307,-0.9737,5.1933,-2.3173,-4.8935,0.8832,6.2690,-1.6693,2.5454,2.5217,1.4275,2.2401,4.2537,-2.0030,-2.0803,1.2940,9.7196,4.2549,-4.6144,7.1189,1.6246,-4.9110,4.1473,0.4025,-1.5599,0.6690,1.7692,2.5856,-1.4986,4.3209,2.4861,-8.0443,-3.8733,4.0564,1.1317,-3.5517,-8.0527,-7.5592,0.5455,-7.5102,-5.8219,-1.2447,1.0167,4.9537,-0.6010,-5.4444,-12.0460,6.9178,1.8141,0.9811,2.4164,8.5200,6.4268,-5.3018,-5.1102,0.7405,-5.1070,5.7884,-1.0874,2.6249,-2.0008,4.3134,2.3456,13.3920,5.6525,8.6246,4.1011,3.8917,8.3648,10.2719,-7.6936,7.0100,4.1935,-11.2750,0.4267,-20.2109,-4.5971,8.1012,-7.2843,8.5006,2.3000,-5.4739,9.6619,1.6606,-0.6992,-4.6793,5.9135,1.4782,-3.0547,7.0011
1.8280,-1.6458,-0.0455,1.6778,4.4644,-3.8378,5.1957,0.5562,2.2679,-1.5933,6.4498,0.0472,5.5275,-3.4886,-7.4068,0.4780,6.4396,-2.9669,2.5577,4.2837,1.1009,3.7115,3.7347,-1.1848,-2.3643,0.8236,9.6418,3.7739,-5.1829,7.4574,1.7015,-3.7711,2.9651,-0.4306,-2.2081,-0.7235,1.9801,2.2274,-2.2809,5.7115,2.9634,-6.7714,-3.7350,3.6641,1.3458,-2.2724,-6.7569,-7.8648,0.6002,-8.9619,-6.5415,-2.3645,0.3149,4.8748,0.2448,-7.2109,-12.1350,6.7328,2.5262,0.0467,1.6769,8.8325,7.3681,-4.6023,-3.3304,0.3717,-5.9522,8.1620,-1.6372,2.0461,-2.3237,5.1969,2.2381,14.1375,4.4516,7.4781,3.5802,4.2792,6.0422,7.0036,-7.6355,5.6938,5.8193,-10.5890,-0.1257,-21.6877,-4.4497,7.6826,-4.8709,8.4809,2.6217,-3.7442,10.6812,1.0245,-0.4310,-4.6840,4.2330,2.2609,-3.3153,6.8667
0.0399,-3.4427,-0.2684,1.0823,6.2082,-2.2577,3.8387,-0.9912,2.2493,-1.6910,5.2712,0.2109,5.3964,-1.7444,-7.9215,-0.0740,6.0035,-3.2079,2.7142,3.5138,1.3793,3.4378,4.2755,-1.3129,-1.2740,0.5487,11.7639,5.5412,-4.4826,6.5614,0.2954,-3.8917,2.5747,0.2847,-1.9430,0.4672,4.0358,2.8794,-2.4429,3.9958,1.8980,-8.0206,-4.4535,3.3009,2.1945,-2.7024,-6.3061,-8.5299,1.1538,-9.8213,-8.3566,-2.3511,0.9083,4.9398,-0.6084,-7.5363,-12.6261,6.9778,2.4614,-1.2566,0.9916,10.5374,6.9998,-5.0095,-4.2288,-0.1367,-4.4375,10.0928,-1.1026,1.0909,-3.4047,4.1484,3.1554,13.2744,5.2830,7.8331,4.3366,5.1779,4.3917,7.0811,-5.6097,4.2683,6.4341,-9.1447,0.8862,-19.3239,-3.8943,6.5709,-4.1242,9.3211,1.9546,-3.5963,10.0219,0.7944,-1.4598,-3.7974,3.6313,1.4953,-4.4897,5.9700
0.3683,-3.0418,0.0389,2.4632,5.4299,-1.6324,3.5208,-0.7793,1.8338,-1.5164,5.4476,-2.0429,6.1542,-1.9137,-8.2438,-0.2716,6.1267,-2.5546,1.4581,4.7607,-1.0884,4.0022,3.6334,-0.5501,-1.9999,1.0517,11.6844,6.4659,-3.6160,8.1390,0.3195,-4.3236,0.6961,1.4697,-0.8652,2.4310,3.3600,2.6778,-3.2906,4.9169,1.1769,-6.9632,-5.9545,4.0349,2.5488,-3.2436,-7.9373,-9.1084,3.6762,-11.1198,-9.0904,-1.2736,1.2633,4.2114,0.1241,-7.3909,-13.1200,7.0602,1.8763,-1.2196,0.7398,11.0478,6.4095,-3.8238,-3.7481,0.1271,-4.6151,12.3070,-1.0742,1.9332,-3.2235,5.1822,2.1324,12.9213,4.0761,8.6955,4.9052,4.8908,3.1211,5.9129,-6.5094,4.5700,4.2110,-7.8769,1.2355,-18.6221,-3.4558,6.6013,-5.6950,9.7379,0.6877,-3.2423,12.0219,-0.0052,-1.0388,-4.3656,3.0654,4.7612,-5.3086,4.4734
1.7336,-0.7797,0.1369,3.0194,5.1194,-1.2074,3.4956,-0.5438,2.5615,-1.1704,4.8843,-1.9927,6.7983,-2.6892,-9.2911,-0.3400,7.0126,-2.5288,1.3198,3.7196,-1.3874,4.5298,1.9389,-1.3840,-0.6063,2.0850,10.8105,6.0297,-1.9980,7.2772,2.5770,-3.8856,1.5720,1.5074,-1.0969,2.1690,3.2985,2.6223,-2.9342,4.6578,2.4489,-6.7772,-6.5178,4.2112,4.1673,-3.6588,-8.6563,-7.5884,4.2803,-11.3090,-9.1579,-0.7532,1.7147,5.1793,0.2812,-6.4528,-10.8421,7.8446,0.0391,-1.0591,-0.2922,10.1556,5.1055,-2.8178,-3.9664,-0.2815,-4.3312,12.5040,-1.1017,2.6153,-4.3323,4.9820,1.2435,12.5458,5.4068,8.3996,3.3961,4.7585,2.7108,4.5350,-6.3876,3.3315,2.0695,-9.0518,-0.0271,-18.3477,-4.4314,6.7872,-4.5761,9.3955,1.1476,-3.5666,12.0590,0.2453,-1.0018,-4.8828,2.6924,5.3111,-4.9970,4.8187
0.2667,-1.0347,1.5829,4.3056,6.3872,-1.7487,2.6638,-2.4942,1.6127,0.5518,5.4261,-1.0613,5.2100,-3.8291,-8.9504,0.6477,6.6405,-3.4104,1.5742,4.5300,-0.5853,5.3895,3.2283,-0.6096,-1.0360,0.8721,11.9126,6.3511,-3.8646,6.3783,0.4490,-5.0966,1.7721,2.7212,-3.1984,1.3788,2.4591,4.1679,-2.7644,5.8785,2.8297,-7.6975,-4.4075,4.0225,4.9087,-5.4554,-8.0358,-7.8721,4.4255,-11.9199,-9.6013,-1.6291,0.7480,7.4978,1.7503,-7.6883,-9.1712,8.5434,1.2399,-1.8777,0.6010,9.8993,4.8581,-2.7713,-2.1481,-0.4589,-3.5340,11.6258,-1.4957,3.2428,-4.6096,5.1225,2.2189,11.5604,6.6541,9.6962,3.6455,3.9865,3.8893,3.8028,-7.3189,3.6210,3.0717,-9.0909,-0.4277,-19.4020,-4.9842,6.4779,-6.0091,11.1788,1.0416,-2.6745,10.4963,0.1712,-0.4188,-7.1963,4.0531,3.7419,-5.2265,5.7250
-0.6111,0.4302,2.8681,4.5805,4.5886,-2.2881,3.4414,-1.7021,0.5087,-0.8551,5.0069,-1.0199,5.2943,-4.9467,-8.8345,1.5477,7.0157,-3.7076,4.0126,4.9422,-1.0799,5.7527,1.4045,-1.4458,-1.5813,2.0083,12.9339,7.1128,-3.7529,4.7287,0.8149,-5.8001,0.6299,1.5282,-2.8287,1.1558,4.6049,4.1570,-2.2221,5.3048,2.8108,-8.6145,-6.1584,3.2605,5.6837,-4.5179,-8.0593,-7.6648,4.5256,-13.7352,-10.3516,-5.1512,1.8304,8.8983,0.9791,-7.1606,-8.4303,10.7465,2.5745,-2.7026,1.4882,11.2581,4.5574,-3.5918,-0.9666,-1.3846,-3.5792,10.2433,-2.5207,1.8908,-4.8771,6.2229,2.8387,11.6009,7.3345,9.7446,4.0816,3.8655,4.9989,3.3999,-6.4596,3.0152,1.9492,-8.4964,2.3446,-18.3143,-5.2496,6.5303,-5.6458,11.5998,-1.6778,-2.1547,12.0785,0.1356,-1.2247,-5.2694,4.0116,3.9705,-4.6024,6.0047
-0.1509,-0.6175,2.7184,3.4185,4.1709,-2.7526,3.7442,-0.4575,-0.0750,-2.1166,5.4000,-3.4316,5.9526,-6.2798,-8.0817,0.1506,7.0734,-3.7807,3.9995,5.2571,-0.0979,7.3931,-0.1122,-0.9943,-1.4552,2.4990,12.4748,6.4567,-2.7126,4.0763,2.2736,-4.6271,0.8763,2.5942,-3.5726,2.2541,4.0324,2.7759,-3.2302,5.4831,2.4941,-9.1024,-6.9185,3.3571,5.4464,-3.5995,-7.2556,-6.0141,4.2575,-14.3595,-9.6950,-4.9788,1.7599,9.0898,1.2790,-7.4784,-8.0187,10.8544,1.4975,-1.8511,0.2631,9.9324,6.3459,-3.7151,0.1967,-2.5367,-3.1860,10.8262,-4.0341,1.1524,-6.7064,6.3655,2.9031,12.1938,5.9694,8.8134,3.4459,3.7660,4.8937,3.3938,-7.6661,3.4217,2.5712,-5.5265,2.5779,-19.0448,-4.2668,5.8272,-4.9556,10.2551,-1.4997,-1.2498,11.8034,-0.8609,-2.0355,-4.6668,4.1530,2.7022,-5.3261,5.2370
-0.3413,0.3096,4.9869,4.0729,3.6859,-2.0807,2.8679,-1.3959,3.2580,-0.6805,5.1753,-3.5806,6.1319,-6.3512,-7.0329,-1.2459,5.3132,-2.5681,2.8575,6.3286,0.6583,6.2096,0.3032,0.1458,-3.3433,1.6639,13.3410,7.5675,-1.9439,3.9196,2.3405,-4.3334,0.6727,2.0149,-4.9828,1.0708,3.1194,2.0520,-2.2930,3.9530,2.2607,-9.8293,-5.1663,1.4698,6.3248,-4.5308,-7.5988,-7.4887,4.0062,-13.5933,-10.3163,-4.8135,0.2848,9.1665,2.0341,-8.3327,-9.2459,10.0010,2.1426,-0.9779,-0.4836,9.2499,6.9090,-6.2770,0.5688,-1.2701,0.4466,10.9235,-5.5484,-0.1509,-8.3551,5.9305,2.3817,11.6594,4.9275,9.6691,4.9211,3.6929,5.1776,3.4829,-6.8734,3.7401,4.0661,-7.6323,1.2264,-20.6220,-3.5715,5.1898,-5.6327,10.8572,-2.6080,-2.5845,12.4607,-0.6813,-0.3913,-3.6567,5.5206,2.5348,-6.1608,5.0961
-0.1119,-1.3792,5.8991,2.3013,4.9230,-3.5605,2.2948,-1.0470,1.5057,-1.5109,5.0706,-3.6501,8.2251,-5.4912,-7.3145,-1.3879,6.0812,-1.3955,4.0068,5.6510,1.3964,4.6076,-0.2692,0.4109,-3.8123,2.7867,12.7484,6.8034,-1.1802,5.0009,0.7275,-5.0557,0.7089,2.8773,-6.3326,0.3086,5.0417,2.3657,-0.6534,2.1180,3.4521,-10.5988,-5.1446,-0.0068,6.7684,-7.2453,-7.9651,-5.9728,3.3391,-12.8793,-10.1643,-4.1891,-0.9320,8.1674,2.3216,-8.0841,-8.5946,10.1492,4.3992,-1.3141,0.8604,10.1015,7.4099,-5.8658,1.0515,-0.8176,0.7178,10.7779,-5.2900,1.1225,-10.1749,5.1838,2.9363,9.3854,5.6590,9.2638,5.7630,2.5790,5.3058,3.3971,-6.8603,4.9289,4.7803,-7.2936,1.3337,-20.8517,-3.7990,5.8662,-6.3246,11.6590,-5.5425,-4.2295,12.3671,-2.5156,-1.7802,-3.3554,8.0253,2.8079,-5.5998,4.2798
-0.1347,-1.8765,5.3075,1.6154,5.9273,-4.2761,2.4442,0.6221,3.4566,-1.3424,5.6719,-4.1445,7.9620,-4.0871,-8.2211,-0.3814,5.5533,-0.0054,3.6411,4.2467,0.6673,4.3341,-0.0051,2.8182,-4.4134,2.7551,10.6573,6.7097,-2.2262,5.0490,2.1471,-3.4482,1.1743,2.3243,-4.7331,-0.7103,6.3975,1.6082,-0.2679,1.6353,3.5309,-10.4269,-4.9679,0.9786,9.1769,-7.2376,-6.9915,-7.0576,2.8216,-12.8101,-9.7272,-5.0175,-1.4358,8.9900,2.9569,-8.6135,-8.2650,9.5880,3.6851,-0.9711,-0.3803,8.7490,7.8730,-5.3153,2.5257,1.6931,-0.5362,10.8674,-5.5122,1.2941,-9.0072,4.4643,2.5899,8.7639,4.6055,9.7907,5.9350,3.2748,4.4661,4.2054,-4.9872,4.2796,3.8496,-6.1920,0.2849,-19.8177,-3.8677,5.9066,-6.5820,11.5048,-5.3691,-3.7222,12.3251,-1.0839,-1.0037,-3.9119,7.8282,2.1094,-4.9305,3.2606
-1.5173,-2.3987,4.3938,2.1523,4.1133,-3.2871,2.5977,0.6634,1.6898,-1.3438,5.1263,-3.9473,8.3381,-3.3415,-10.0770,-0.2556,4.8251,0.3850,3.5709,3.5597,0.5902,5.0450,-0.0544,3.7817,-4.9098,1.9504,10.1276,7.9018,-2.0187,5.5130,2.2323,-2.9599,0.1832,2.5206,-2.5655,-1.4822,6.7408,3.3147,-0.9748,2.2435,2.8394,-10.0557,-4.2749,1.2537,9.1584,-7.5012,-7.5101,-6.6858,2.1257,-12.3036,-12.0020,-4.3169,-3.7835,10.5688,2.0365,-7.2588,-9.0751,10.3714,3.8348,-0.4746,-0.7174,8.3375,8.9587,-4.6873,2.3965,-0.1932,-1.0795,10.5316,-5.4158,1.9601,-8.2948,4.1112,2.3219,7.2187,5.0091,11.1214,6.2685,4.4263,6.6439,3.5659,-4.0411,4.8759,3.1997,-5.5643,0.3878,-19.5376,-5.4791,7.5602,-7.2996,11.3263,-4.1784,-2.9725,14.5300,-0.0054,-0.7048,-3.8136,9.3608,3.4200,-6.5250,4.7155
-3.8141,-2.4848,4.1562,2.4404,3.2762,-4.7646,2.4478,1.8507,1.4186,-2.3452,5.6668,-3.5521,8.6309,-3.1736,-10.9188,0.5754,2.6830,1.3245,5.1650,3.5232,0.6090,3.3792,1.2695,4.2702,-6.0414,0.1857,9.9432,8.2231,-1.3807,6.6845,2.9382,-2.8991,-0.2248,2.8388,-3.8900,-2.9381,7.4749,2.4529,-0.4394,2.7003,1.5023,-8.2201,-3.6605,0.6358,9.4179,-5.7186,-8.8079,-6.9632,0.8757,-11.6142,-12.9323,-2.7122,-3.7177,11.1453,2.7541,-6.9319,-7.9937,11.0982,6.4457,-0.5860,-0.7187,8.0357,8.7172,-3.7056,1.7391,-0.3683,-1.5966,11.0366,-5.0288,0.3195,-9.2689,4.4840,2.4735,8.2136,5.1973,10.0940,6.1383,6.4779,6.6475,2.8299,-4.3869,5.0195,3.4974,-5.1507,2.4438,-21.3424,-3.9489,6.9302,-7.4201,11.3099,-6.4625,-3.0964,13.0555,0.7805,-1.1254,-3.2629,8.2697,4.4235,-6.4410,3.4685
-3.8628,-3.9645,6.0318,2.8236,4.1348,-4.4457,2.7776,0.1527,0.5041,-3.1129,6.4917,-5.0153,7.9365,-3.8968,-10.6900,0.8595,1.1188,0.1186,4.0568,4.7454,1.9315,3.5122,1.5952,4.9356,-7.5667,1.2069,8.2733,6.4371,-0.4679,6.6867,1.1635,-1.5936,0.2584,2.6962,-5.2925,-3.4786,6.5033,3.7056,0.4853,2.2373,0.2187,-7.0401,-5.6954,0.7428,9.7053,-5.2118,-8.0949,-7.7702,0.8678,-11.1362,-13.2051,-2.9617,-4.5416,12.1779,4.3349,-9.4394,-7.6415,10.9721,5.8206,-1.8610,0.0603,7.6733,9.2154,-4.5471,2.0348,0.4836,-1.1677,12.7104,-7.1296,0.9018,-9.5141,5.6020,3.0138,8.7981,4.7987,9.2309,6.5727,5.2795,7.0472,4.1549,-4.9783,6.1214,3.5929,-3.2292,1.1836,-21.1904,-3.0410,7.9374,-7.0469,10.7725,-6.7852,-3.6997,14.2447,0.0942,-0.7144,-3.1877,7.8268,4.9931,-6.6155,3.1715
-3.8875,-4.2892,6.5698,2.7835,3.7312,-5.2564,2.9005,0.0309,0.3871,-2.9653,6.9646,-3.4845,6.1692,-5.4779,-11.3932,-0.1995,1.8293,0.3508,4.3563,5.5703,2.5284,3.7005,1.4842,4.3744,-9.1668,1.4141,9.4191,7.1499,-1.5769,7.1888,1.8139,-1.4334,0.6263,2.9937,-6.5886,-5.5627,7.2516,3.1710,-0.0738,3.7887,-0.7535,-5.7254,-4.3755,0.9425,9.3502,-5.3838,-8.1863,-8.0310,1.6621,-11.0163,-13.4511,-2.9685,-2.9648,12.1084,4.6767,-9.8476,-6.6126,11.2474,6.8583,-2.3572,0.9869,6.5041,10.7886,-3.6345,1.0644,1.2762,-0.4193,13.6484,-7.9765,0.1629,-10.8184,6.5943,1.8681,8.6263,4.4518,9.0702,8.0088,5.2472,7.5316,4.2217,-5.8506,6.4816,4.0893,-4.1621,0.3260,-20.9909,-4.1929,9.0775,-6.5586,11.2933,-6.8668,-4.7275,14.0385,-0.2526,0.4128,-0.7772,7.2235,5.7757,-4.8552,3.9497
-5.1074,-4.5742,7.0724,3.5509,3.6612,-6.1502,3.5819,0.2885,0.8452,-2.9615,8.1473,-6.2738,4.9274,-4.3975,-12.9910,0.5874,3.3928,0.7131,2.5603,6.0848,2.0793,4.1934,1.8591,2.3082,-7.8981,1.8057,9.3515,7.9352,-1.3092,6.3316,2.1180,-1.9865,-0.0389,2.6292,-6.3596,-4.9542,6.5778,1.0808,0.3989,4.3221,-1.3205,-5.5771,-4.2917,2.1140,8.0483,-5.9641,-7.1754,-7.9826,3.1381,-14.2844,-14.6048,-2.7602,-3.6296,13.2197,4.4940,-8.7239,-5.6747,12.0244,6.3068,-2.4889,1.3825,7.6032,11.8024,-4.4668,1.1070,1.3051,0.4046,13.9000,-9.0055,-1.4105,-10.0209,6.7147,2.1596,5.7665,4.9147,8.6852,8.0050,5.1903,8.0035,3.8500,-4.6974,8.5130,4.3890,-4.4038,-0.0236,-21.2531,-5.4439,9.3266,-6.5086,10.5688,-6.9357,-6.5318,14.1016,0.0073,1.6775,0.3296,7.8973,5.7935,-4.6441,2.9472
-5.7413,-5.0858,6.3602,3.5627,3.9006,-5.9316,4.3180,1.7316,1.2223,-2.7016,8.6403,-5.9820,3.9293,-3.5962,-14.1899,1.4575,3.9935,-0.0790,1.6066,5.0658,2.0867,4.6698,1.0841,2.4517,-6.9854,1.6329,10.3011,7.1251,-0.4015,5.9474,0.8399,-1.1734,-1.0799,1.8192,-7.4624,-4.2398,7.9154,0.3383,-0.5355,5.7554,-1.9659,-6.6558,-2.1426,1.3534,8.1611,-6.7384,-7.5533,-6.9382,4.1083,-14.0278,-14.0886,-3.6119,-2.7236,14.0791,5.4476,-8.4983,-7.1712,10.9644,8.2226,-3.5744,3.6189,7.8134,11.6328,-3.4807,2.7777,3.3464,0.3524,14.9242,-10.6156,-0.8153,-8.3972,8.3440,2.3274,5.4666,7.2511,10.9870,6.6417,5.6853,7.0169,3.7786,-3.2660,8.9012,5.1845,-3.9504,-0.3178,-21.2277,-6.5094,10.5478,-7.3109,10.2057,-8.5083,-6.8650,14.9190,-1.1227,2.3890,-1.5552,6.4690,4.1717,-3.1650,2.0281
-5.3278,-5.5448,4.8949,3.0365,3.0932,-5.4221,4.1677,2.0661,-0.2766,-2.2633,9.6250,-5.7469,5.0576,-3.7454,-13.8365,1.1166,3.8977,-2.1465,1.4673,4.5255,3.1374,5.0614,1.8374,5.3289,-6.8710,2.7317,7.3747,7.2603,0.2409,6.7717,-0.8420,-1.6769,-1.2124,2.2565,-7.8023,-3.0872,10.0177,0.8387,0.5775,4.3599,-2.6403,-7.8043,-1.3113,0.8899,9.6644,-7.6227,-6.3301,-7.6553,3.4146,-14.8660,-14.6228,-5.4065,-3.0064,14.8466,7.5621,-9.8879,-7.0846,10.2910,9.2260,-3.6680,4.0394,7.1548,11.0409,-4.6158,3.2014,3.0012,-0.6434,15.2111,-9.0885,0.4269,-8.3655,8.7574,1.5469,4.0812,6.8885,12.1132,5.9313,5.8017,8.6207,3.8179,-5.2391,7.1276,5.7808,-4.8456,-0.7417,-19.9236,-6.2814,10.4357,-7.5366,9.0946,-8.6786,-5.7664,15.7970,-0.6390,3.0518,-2.5092,6.0726,4.5858,-3.8418,0.7660
-7.1818,-7.7248,6.0067,2.6403,3.0461,-5.4813,3.4802,1.2843,-0.4245,-3.1183,8.8243,-4.7455,4.8846,-5.5530,-12.8049,1.3396,5.2164,-3.6730,3.5979,5.9783,4.3611,5.2661,2.1423,5.8157,-6.4218,2.2211,6.3042,9.5956,2.1381,8.4257,-1.1283,-1.2665,-1.4490,3.0378,-5.0601,-2.7975,8.5193,4.0322,1.3125,4.5406,-4.1795,-6.6849,-0.7496,0.9426,9.1761,-7.7263,-6.2710,-10.3310,2.9010,-16.7781,-13.9443,-6.3611,-2.6046,14.9336,6.1946,-8.0511,-6.3850,9.0576,8.6083,-4.2352,4.3550,7.1121,12.3795,-5.9141,4.3263,2.7363,-1.8624,15.4327,-8.8073,0.8654,-8.0241,9.2780,1.6857,4.5006,8.6281,13.1062,4.8907,4.4548,7.6664,3.8852,-5.0387,8.1116,6.4866,-3.2604,-1.5553,-20.2552,-7.6869,9.4482,-6.6441,9.1480,-6.3925,-5.1966,15.9823,-0.8085,4.7037,-1.5033,5.3810,4.6027,-3.0815,0.8138
-6.3862,-8.1510,5.9209,3.4767,3.3874,-5.7860,4.2274,1.9779,-0.2396,-5.1450,8.8754,-4.7251,3.9819,-4.7263,-15.1884,1.1640,5.9570,-3.1512,4.9132,6.2344,2.6453,5.5368,1.5725,5.7815,-6.5562,0.0082,6.6216,10.9881,2.8726,7.3086,-0.0725,-0.1478,-1.8469,3.2977,-5.0535,-3.3608,8.4585,4.7677,2.0162,3.7561,-4.2350,-7.9444,-0.4054,-0.0448,9.8485,-6.8142,-5.0458,-11.3860,2.7573,-16.7256,-12.4320,-7.0318,-1.7549,14.3372,4.9601,-8.3584,-6.8273,11.3054,6.7802,-2.8883,5.3665,7.8328,12.5062,-6.4426,6.9725,2.9973,-1.1040,16.0994,-10.3031,0.2320,-8.9156,9.9254,2.6124,4.6295,7.7476,14.3181,6.1744,4.9929,8.4568,3.5974,-4.8628,5.7891,8.4666,-3.4902,-0.8298,-19.9223,-8.4343,8.3941,-7.2284,8.2525,-6.1875,-4.9583,16.9616,-2.9095,5.6962,-2.8848,3.5406,6.3346,-2.6559,2.1581
-6.1277,-8.3501,7.1742,3.9054,3.3424,-5.9598,2.1402,3.1228,0.0134,-4.8047,7.0845,-7.7707,4.0758,-5.4551,-15.9958,-0.2003,6.3382,-3.8393,3.2450,5.8266,4.6115,6.0923,1.1338,5.9771,-8.3218,0.2571,6.1291,10.4636,0.9648,6.9689,0.0582,-0.2247,-2.3015,2.3869,-5.5847,-0.8771,7.8415,5.2676,2.4522,3.8538,-4.3784,-8.0386,-1.6279,0.9896,7.9233,-6.9398,-3.1494,-12.6472,1.7510,-17.6646,-12.8945,-7.2329,-2.2731,13.8638,6.1176,-7.5652,-5.2050,11.8536,6.0268,-3.1192,5.6349,7.3059,13.6876,-7.1386,6.9463,1.6203,-1.6193,14.4044,-10.1682,-0.1015,-8.9789,9.3695,2.3724,5.1693,8.1832,12.8636,5.0467,5.0807,7.9449,4.0266,-3.5302,5.7815,7.1864,-3.7394,-1.9259,-17.8756,-8.8319,9.6719,-6.6788,8.0352,-9.3650,-6.2732,18.1902,-4.5950,6.3458,-3.3439,3.6167,5.7060,-1.9177,1.1688
-6.4771,-8.2433,8.9424,5.1195,3.3556,-4.9191,0.2010,1.0757,1.8981,-5.1856,6.0409,-5.7784,3.1262,-4.3140,-16.6288,0.5373,5.9999,-4.1664,3.2701,5.5279,4.3220,5.8683,0.1303,4.8194,-8.5511,0.8739,4.5164,11.8907,2.5074,7.1375,1.3341,0.6977,-3.4263,1.5922,-5.4499,-2.5187,8.2879,4.0446,3.7167,5.4527,-4.6832,-7.4618,-2.4250,-0.5524,8.1306,-8.1964,-2.8520,-13.4560,2.4919,-17.4993,-11.9412,-7.1338,-2.5252,13.0218,4.9586,-7.9226,-5.4007,13.0327,4.3174,-2.3269,5.1737,6.7984,16.3327,-5.9983,7.9493,1.6973,-2.4199,14.3229,-11.3943,0.1074,-8.8196,8.6433,3.7990,5.3774,9.0009,13.2150,4.1447,5.4190,8.4624,5.0284,-4.7507,3.9816,7.6154,-3.0167,-2.4017,-17.0692,-9.0777,11.7822,-5.9001,7.9446,-10.5693,-5.3602,16.8139,-5.4534,5.1634,-4.5631,4.1669,7.1256,-2.6795,0.8977
-6.3604,-8.6744,8.8720,5.5621,3.7278,-2.6657,0.9232,1.3171,2.2160,-3.3266,6.2194,-6.4349,3.6931,-4.8047,-16.7896,0.8285,6.3500,-5.1251,4.7470,6.5734,5.2408,6.4442,0.0200,6.5861,-8.4975,3.7598,4.3559,11.3811,2.6430,7.9040,1.1813,-0.0208,-3.2172,2.1758,-6.5747,-0.6014,7.6041,3.6947,2.4880,5.3588,-4.4406,-5.7404,-2.8595,0.2204,7.5239,-9.3549,-1.8224,-13.0561,0.7128,-16.3460,-13.2555,-6.6797,-4.0426,14.3918,3.3306,-7.8390,-6.0974,13.9992,3.7537,-2.5139,7.3118,5.1873,16.0895,-6.3253,9.0802,1.8533,-2.3897,13.9973,-12.3522,-0.2377,-8.2015,9.0275,3.3528,5.7225,8.8721,14.4088,4.7884,5.3593,8.8895,3.6314,-5.6572,3.9719,8.8238,-3.2754,-2.7032,-16.2798,-8.7282,12.0565,-5.8972,7.1613,-11.0877,-6.5820,17.3910,-4.9573,3.4850,-4.0238,4.9654,5.4952,-3.2003,0.2511
