Date,VIX
2005-08-24,0.1417
2005-08-25,0.1373
2005-08-26,0.1372
2005-08-29,0.1352
2005-08-30,0.1365
2005-08-31,0.1260
2005-09-01,0.1315
2005-09-02,0.1357
2005-09-06,0.1293
2005-09-07,0.1252
2005-09-08,0.1293
2005-09-09,0.1198
2005-09-12,0.1165
2005-09-13,0.1239
2005-09-14,0.1291
2005-09-15,0.1249
2005-09-16,0.1122
2005-09-19,0.1214
2005-09-20,0.1264
2005-09-21,0.1379
2005-09-22,0.1333
2005-09-23,0.1296
2005-09-26,0.1304
2005-09-27,0.1276
2005-09-28,0.1263
2005-09-29,0.1224
2005-09-30,0.1192
2005-10-03,0.1246
2005-10-04,0.1320
2005-10-05,0.1455
2005-10-06,0.1496
2005-10-07,0.1459
2005-10-10,0.1555
2005-10-11,0.1563
2005-10-12,0.1622
2005-10-13,0.1647
2005-10-14,0.1487
2005-10-17,0.1467
2005-10-18,0.1533
2005-10-19,0.1350
2005-10-20,0.1611
2005-10-21,0.1613
2005-10-24,0.1474
2005-10-25,0.1453
2005-10-26,0.1459
2005-10-27,0.1602
2005-10-28,0.1425
2005-10-31,0.1532
2005-11-01,0.1485
2005-11-02,0.1348
2005-11-03,0.1300
2005-11-04,0.1317
2005-11-07,0.1310
2005-11-08,0.1308
2005-11-09,0.1280
2005-11-10,0.1190
2005-11-11,0.1163
2005-11-14,0.1218
2005-11-15,0.1223
2005-11-16,0.1226
2005-11-17,0.1125
2005-11-18,0.1112
2005-11-21,0.1082
2005-11-22,0.1060
2005-11-23,0.1096
2005-11-25,0.1088
2005-11-28,0.1184
2005-11-29,0.1189
2005-11-30,0.1206
2005-12-01,0.1124
2005-12-02,0.1101
2005-12-05,0.1160
2005-12-06,0.1152
2005-12-07,0.1218
2005-12-08,0.1221
2005-12-09,0.1169
2005-12-12,0.1147
2005-12-13,0.1111
2005-12-14,0.1048
2005-12-15,0.1073
2005-12-16,0.1068
2005-12-19,0.1138
2005-12-20,0.1119
2005-12-21,0.1081
2005-12-22,0.1029
2005-12-23,0.1027
2005-12-27,0.1157
2005-12-28,0.1135
2005-12-29,0.1161
2005-12-30,0.1207
2006-01-03,0.1114
2006-01-04,0.1137
2006-01-05,0.1131
2006-01-06,0.1100
2006-01-09,0.1113
2006-01-10,0.1086
2006-01-11,0.1094
2006-01-12,0.1120
2006-01-13,0.1123
2006-01-17,0.1191
2006-01-18,0.1225
2006-01-19,0.1198
2006-01-20,0.1456
2006-01-23,0.1393
2006-01-24,0.1331
2006-01-25,0.1287
2006-01-26,0.1242
2006-01-27,0.1197
2006-01-30,0.1239
2006-01-31,0.1295
2006-02-01,0.1236
2006-02-02,0.1323
2006-02-03,0.1296
2006-02-06,0.1304
2006-02-07,0.1359
2006-02-08,0.1283
2006-02-09,0.1312
2006-02-10,0.1287
2006-02-13,0.1335
2006-02-14,0.1225
2006-02-15,0.1231
2006-02-16,0.1148
2006-02-17,0.1201
2006-02-21,0.1241
2006-02-22,0.1188
2006-02-23,0.1187
2006-02-24,0.1146
2006-02-27,0.1159
2006-02-28,0.1234
2006-03-01,0.1154
2006-03-02,0.1172
2006-03-03,0.1196
2006-03-06,0.1274
2006-03-07,0.1266
2006-03-08,0.1232
2006-03-09,0.1268
2006-03-10,0.1185
2006-03-13,0.1137
2006-03-14,0.1074
2006-03-15,0.1135
2006-03-16,0.1198
2006-03-17,0.1212
2006-03-20,0.1179
2006-03-21,0.1162
2006-03-22,0.1121
2006-03-23,0.1117
2006-03-24,0.1119
2006-03-27,0.1146
2006-03-28,0.1158
2006-03-29,0.1095
2006-03-30,0.1157
2006-03-31,0.1139
2006-04-03,0.1157
2006-04-04,0.1114
2006-04-05,0.1113
2006-04-06,0.1145
2006-04-07,0.1226
2006-04-10,0.1219
2006-04-11,0.1300
2006-04-12,0.1276
2006-04-13,0.1238
2006-04-17,0.1258
2006-04-18,0.1140
2006-04-19,0.1132
2006-04-20,0.1164
2006-04-21,0.1159
2006-04-24,0.1175
2006-04-25,0.1175
2006-04-26,0.1176
2006-04-27,0.1184
2006-04-28,0.1159
2006-05-01,0.1254
2006-05-02,0.1199
2006-05-03,0.1199
2006-05-04,0.1186
2006-05-05,0.1162
2006-05-08,0.1200
2006-05-09,0.1199
2006-05-10,0.1178
2006-05-11,0.1249
2006-05-12,0.1419
2006-05-15,0.1357
2006-05-16,0.1335
2006-05-17,0.1626
2006-05-18,0.1699
2006-05-19,0.1718
2006-05-22,0.1772
2006-05-23,0.1826
2006-05-24,0.1736
2006-05-25,0.1550
2006-05-26,0.1426
2006-05-30,0.1866
2006-05-31,0.1644
2006-06-01,0.1452
2006-06-02,0.1432
2006-06-05,0.1665
2006-06-06,0.1734
2006-06-07,0.1780
2006-06-08,0.1835
2006-06-09,0.1812
2006-06-12,0.2096
2006-06-13,0.2381
2006-06-14,0.2146
2006-06-15,0.1590
2006-06-16,0.1725
2006-06-19,0.1783
2006-06-20,0.1669
2006-06-21,0.1552
2006-06-22,0.1588
2006-06-23,0.1589
2006-06-26,0.1562
2006-06-27,0.1640
2006-06-28,0.1579
2006-06-29,0.1303
2006-06-30,0.1308
2006-07-03,0.1305
2006-07-05,0.1415
2006-07-06,0.1365
2006-07-07,0.1397
2006-07-10,0.1402
2006-07-11,0.1314
2006-07-12,0.1449
2006-07-13,0.1779
2006-07-14,0.1805
2006-07-17,0.1864
2006-07-18,0.1774
2006-07-19,0.1555
2006-07-20,0.1621
2006-07-21,0.1740
2006-07-24,0.1498
2006-07-25,0.1485
2006-07-26,0.1462
2006-07-27,0.1494
2006-07-28,0.1433
2006-07-31,0.1495
2006-08-01,0.1505
2006-08-02,0.1434
2006-08-03,0.1446
2006-08-04,0.1434
2006-08-07,0.1523
2006-08-08,0.1523
2006-08-09,0.1520
2006-08-10,0.1446
2006-08-11,0.1430
2006-08-14,0.1426
2006-08-15,0.1342
2006-08-16,0.1241
2006-08-17,0.1224
2006-08-18,0.1164
2006-08-21,0.1222
2006-08-22,0.1219
2006-08-23,0.1240
2006-08-24,0.1240
2006-08-25,0.1231
2006-08-28,0.1218
2006-08-29,0.1228
2006-08-30,0.1222
2006-08-31,0.1231
2006-09-01,0.1196
2006-09-05,0.1263
2006-09-06,0.1374
2006-09-07,0.1388
2006-09-08,0.1316
2006-09-11,0.1299
2006-09-12,0.1192
2006-09-13,0.1118
2006-09-14,0.1155
2006-09-15,0.1176
2006-09-18,0.1178
2006-09-19,0.1198
2006-09-20,0.1139
2006-09-21,0.1225
2006-09-22,0.1259
2006-09-25,0.1212
2006-09-26,0.1153
2006-09-27,0.1158
2006-09-28,0.1172
2006-09-29,0.1198
2006-10-02,0.1257
2006-10-03,0.1224
2006-10-04,0.1186
2006-10-05,0.1198
2006-10-06,0.1156
2006-10-09,0.1168
2006-10-10,0.1152
2006-10-11,0.1162
2006-10-12,0.1109
2006-10-13,0.1075
2006-10-16,0.1109
2006-10-17,0.1173
2006-10-18,0.1134
2006-10-19,0.1090
2006-10-20,0.1063
2006-10-23,0.1108
2006-10-24,0.1078
2006-10-25,0.1066
2006-10-26,0.1056
2006-10-27,0.1080
2006-10-30,0.1120
2006-10-31,0.1110
2006-11-01,0.1151
2006-11-02,0.1142
2006-11-03,0.1116
2006-11-06,0.1116
2006-11-07,0.1109
2006-11-08,0.1075
2006-11-09,0.1101
2006-11-10,0.1079
2006-11-13,0.1086
2006-11-14,0.1050
2006-11-15,0.1031
2006-11-16,0.1016
2006-11-17,0.1005
2006-11-20,0.0997
2006-11-21,0.0990
2006-11-22,0.1014
2006-11-24,0.1073
2006-11-27,0.1230
2006-11-28,0.1162
2006-11-29,0.1083
2006-11-30,0.1091
2006-12-01,0.1166
2006-12-04,0.1123
2006-12-05,0.1127
2006-12-06,0.1133
2006-12-07,0.1267
2006-12-08,0.1207
2006-12-11,0.1071
2006-12-12,0.1065
2006-12-13,0.1018
2006-12-14,0.0997
2006-12-15,0.1005
2006-12-18,0.1060
2006-12-19,0.1030
2006-12-20,0.1026
2006-12-21,0.1053
2006-12-22,0.1136
2006-12-26,0.1126
2006-12-27,0.1064
2006-12-28,0.1099
2006-12-29,0.1156
2007-01-03,0.1204
2007-01-04,0.1151
2007-01-05,0.1214
2007-01-08,0.1200
2007-01-09,0.1191
2007-01-10,0.1147
2007-01-11,0.1087
2007-01-12,0.1015
2007-01-16,0.1074
2007-01-17,0.1059
2007-01-18,0.1085
2007-01-19,0.1040
2007-01-22,0.1077
2007-01-23,0.1034
2007-01-24,0.0989
2007-01-25,0.1122
2007-01-26,0.1113
2007-01-29,0.1145
2007-01-30,0.1096
2007-01-31,0.1042
2007-02-01,0.1031
2007-02-02,0.1008
2007-02-05,0.1055
2007-02-06,0.1065
2007-02-07,0.1032
2007-02-08,0.1044
2007-02-09,0.1110
2007-02-12,0.1161
2007-02-13,0.1034
2007-02-14,0.1023
2007-02-15,0.1022
2007-02-16,0.1002
2007-02-20,0.1024
2007-02-21,0.1020
2007-02-22,0.1018
2007-02-23,0.1058
2007-02-26,0.1115
2007-02-27,0.1831
2007-02-28,0.1542
2007-03-01,0.1582
2007-03-02,0.1861
2007-03-05,0.1963
2007-03-06,0.1596
2007-03-07,0.1524
2007-03-08,0.1429
2007-03-09,0.1409
2007-03-12,0.1399
2007-03-13,0.1813
2007-03-14,0.1727
2007-03-15,0.1643
2007-03-16,0.1679
2007-03-19,0.1459
2007-03-20,0.1327
2007-03-21,0.1219
2007-03-22,0.1293
2007-03-23,0.1295
2007-03-26,0.1316
2007-03-27,0.1348
2007-03-28,0.1498
2007-03-29,0.1514
2007-03-30,0.1464
2007-04-02,0.1453
2007-04-03,0.1346
2007-04-04,0.1324
2007-04-05,0.1323
2007-04-09,0.1314
2007-04-10,0.1268
2007-04-11,0.1349
2007-04-12,0.1271
2007-04-13,0.1220
2007-04-16,0.1198
2007-04-17,0.1214
2007-04-18,0.1242
2007-04-19,0.1254
2007-04-20,0.1207
2007-04-23,0.1304
2007-04-24,0.1312
2007-04-25,0.1321
2007-04-26,0.1279
2007-04-27,0.1245
2007-04-30,0.1422
2007-05-01,0.1351
2007-05-02,0.1308
2007-05-03,0.1309
2007-05-04,0.1291
2007-05-07,0.1315
2007-05-08,0.1321
2007-05-09,0.1288
2007-05-10,0.1360
2007-05-11,0.1295
2007-05-14,0.1396
2007-05-15,0.1401
2007-05-16,0.1350
2007-05-17,0.1351
2007-05-18,0.1276
2007-05-21,0.1330
2007-05-22,0.1306
2007-05-23,0.1324
2007-05-24,0.1408
2007-05-25,0.1334
2007-05-29,0.1353
2007-05-30,0.1283
2007-05-31,0.1305
2007-06-01,0.1278
2007-06-04,0.1329
2007-06-05,0.1363
2007-06-06,0.1487
2007-06-07,0.1706
2007-06-08,0.1484
2007-06-11,0.1471
2007-06-12,0.1667
2007-06-13,0.1473
2007-06-14,0.1364
2007-06-15,0.1394
2007-06-18,0.1342
2007-06-19,0.1285
2007-06-20,0.1467
2007-06-21,0.1421
2007-06-22,0.1575
2007-06-25,0.1665
2007-06-26,0.1889
2007-06-27,0.1553
2007-06-28,0.1554
2007-06-29,0.1623
2007-07-02,0.1540
2007-07-03,0.1492
2007-07-05,0.1548
2007-07-06,0.1472
2007-07-09,0.1516
2007-07-10,0.1757
2007-07-11,0.1664
2007-07-12,0.1554
2007-07-13,0.1515
2007-07-16,0.1559
2007-07-17,0.1563
2007-07-18,0.1600
2007-07-19,0.1523
2007-07-20,0.1695
2007-07-23,0.1681
2007-07-24,0.1855
2007-07-25,0.1810
2007-07-26,0.2074
2007-07-27,0.2417
2007-07-30,0.2087
2007-07-31,0.2352
2007-08-01,0.2367
2007-08-02,0.2122
2007-08-03,0.2516
2007-08-06,0.2294
2007-08-07,0.2156
2007-08-08,0.2145
2007-08-09,0.2648
2007-08-10,0.2830
2007-08-13,0.2657
2007-08-14,0.2768
2007-08-15,0.3067
2007-08-16,0.3083
2007-08-17,0.2999
2007-08-20,0.2633
2007-08-21,0.2525
2007-08-22,0.2289
2007-08-23,0.2262
2007-08-24,0.2072
2007-08-27,0.2272
2007-08-28,0.2630
2007-08-29,0.2381
2007-08-30,0.2506
2007-08-31,0.2338
2007-09-04,0.2278
2007-09-05,0.2458
2007-09-06,0.2399
2007-09-07,0.2623
2007-09-10,0.2738
2007-09-11,0.2527
2007-09-12,0.2496
2007-09-13,0.2476
2007-09-14,0.2492
2007-09-17,0.2648
2007-09-18,0.2035
2007-09-19,0.2003
2007-09-20,0.2045
2007-09-21,0.1900
2007-09-24,0.1937
2007-09-25,0.1860
2007-09-26,0.1763
2007-09-27,0.1700
2007-09-28,0.1800
2007-10-01,0.1784
2007-10-02,0.1849
2007-10-03,0.1880
2007-10-04,0.1844
2007-10-05,0.1691
2007-10-08,0.1746
2007-10-09,0.1612
2007-10-10,0.1667
2007-10-11,0.1888
2007-10-12,0.1773
2007-10-15,0.1925
2007-10-16,0.2002
2007-10-17,0.1854
2007-10-18,0.1850
2007-10-19,0.2296
2007-10-22,0.2164
2007-10-23,0.2041
2007-10-24,0.2080
2007-10-25,0.2117
2007-10-26,0.1956
2007-10-29,0.1987
2007-10-30,0.2107
2007-10-31,0.1853
2007-11-01,0.2321
2007-11-02,0.2301
2007-11-05,0.2431
2007-11-06,0.2139
2007-11-07,0.2649
2007-11-08,0.2616
2007-11-09,0.2850
2007-11-12,0.3109
2007-11-13,0.2410
2007-11-14,0.2594
2007-11-15,0.2806
2007-11-16,0.2549
2007-11-19,0.2601
2007-11-20,0.2488
2007-11-21,0.2684
2007-11-23,0.2561
2007-11-26,0.2891
2007-11-27,0.2628
2007-11-28,0.2411
2007-11-29,0.2397
2007-11-30,0.2287
2007-12-03,0.2361
2007-12-04,0.2379
2007-12-05,0.2253
2007-12-06,0.2096
2007-12-07,0.2085
2007-12-10,0.2074
2007-12-11,0.2359
2007-12-12,0.2247
2007-12-13,0.2256
2007-12-14,0.2327
2007-12-17,0.2452
2007-12-18,0.2264
2007-12-19,0.2168
2007-12-20,0.2058
2007-12-21,0.1847
2007-12-24,0.1860
2007-12-26,0.1866
2007-12-27,0.2026
2007-12-28,0.2074
2007-12-31,0.2250
2008-01-02,0.2317
2008-01-04,0.2394
2008-01-07,0.2379
2008-01-08,0.2543
2008-01-09,0.2412
2008-01-10,0.2345
2008-01-11,0.2368
2008-01-14,0.2290
2008-01-15,0.2334
2008-01-16,0.2438
2008-01-17,0.2846
2008-01-18,0.2718
2008-01-22,0.3101
2008-01-23,0.2902
2008-01-24,0.2778
2008-01-25,0.2908
2008-01-28,0.2778
2008-01-29,0.2732
2008-01-30,0.2762
2008-01-31,0.2620
2008-02-01,0.2402
2008-02-04,0.2599
2008-02-05,0.2824
2008-02-06,0.2897
2008-02-07,0.2766
2008-02-08,0.2801
2008-02-11,0.2760
2008-02-12,0.2633
2008-02-13,0.2488
2008-02-14,0.2554
2008-02-15,0.2502
2008-02-19,0.2559
2008-02-20,0.2440
2008-02-21,0.2512
2008-02-22,0.2406
2008-02-25,0.2303
2008-02-26,0.2190
2008-02-27,0.2269
2008-02-28,0.2353
2008-02-29,0.2654
2008-03-03,0.2628
2008-03-04,0.2552
2008-03-05,0.2460
2008-03-06,0.2755
2008-03-07,0.2749
2008-03-10,0.2938
2008-03-11,0.2636
2008-03-12,0.2722
2008-03-13,0.2729
2008-03-14,0.3116
2008-03-17,0.3224
2008-03-18,0.2579
2008-03-19,0.2984
2008-03-20,0.2662
2008-03-24,0.2573
2008-03-25,0.2572
2008-03-26,0.2608
2008-03-27,0.2588
2008-03-28,0.2571
2008-03-31,0.2561
2008-04-01,0.2268
2008-04-02,0.2343
2008-04-03,0.2321
2008-04-04,0.2245
2008-04-07,0.2242
2008-04-08,0.2236
2008-04-09,0.2281
2008-04-10,0.2198
2008-04-11,0.2346
2008-04-14,0.2382
2008-04-15,0.2278
2008-04-16,0.2053
2008-04-17,0.2037
2008-04-18,0.2013
2008-04-21,0.2050
2008-04-22,0.2087
2008-04-23,0.2026
2008-04-24,0.2006
2008-04-25,0.1959
2008-04-28,0.1964
2008-04-29,0.2024
2008-04-30,0.2079
2008-05-01,0.1888
2008-05-02,0.1818
2008-05-05,0.1890
2008-05-06,0.1821
2008-05-07,0.1973
2008-05-08,0.1940
2008-05-09,0.1941
2008-05-12,0.1779
2008-05-13,0.1798
2008-05-14,0.1766
2008-05-15,0.1630
2008-05-16,0.1647
2008-05-19,0.1701
2008-05-20,0.1758
2008-05-21,0.1859
2008-05-22,0.1805
2008-05-23,0.1955
2008-05-27,0.1964
2008-05-28,0.1907
2008-05-29,0.1814
2008-05-30,0.1783
2008-06-02,0.1983
2008-06-03,0.2024
2008-06-04,0.2080
2008-06-05,0.1863
2008-06-06,0.2356
2008-06-09,0.2312
2008-06-10,0.2318
2008-06-11,0.2412
2008-06-12,0.2333
2008-06-13,0.2122
2008-06-16,0.2095
2008-06-17,0.2113
2008-06-18,0.2224
2008-06-19,0.2158
2008-06-20,0.2287
2008-06-23,0.2264
2008-06-24,0.2242
2008-06-25,0.2114
2008-06-26,0.2393
2008-06-27,0.2344
2008-06-30,0.2395
2008-07-01,0.2365
2008-07-02,0.2592
2008-07-03,0.2478
2008-07-07,0.2578
2008-07-08,0.2315
2008-07-09,0.2523
2008-07-10,0.2559
2008-07-11,0.2749
2008-07-14,0.2848
2008-07-15,0.2854
2008-07-16,0.2510
2008-07-17,0.2501
2008-07-18,0.2405
2008-07-21,0.2305
2008-07-22,0.2118
2008-07-23,0.2131
2008-07-24,0.2344
2008-07-25,0.2291
2008-07-28,0.2423
2008-07-29,0.2203
2008-07-30,0.2121
2008-07-31,0.2294
2008-08-01,0.2257
2008-08-04,0.2349
2008-08-05,0.2114
2008-08-06,0.2023
2008-08-07,0.2115
2008-08-08,0.2066
2008-08-11,0.2012
2008-08-12,0.2117
2008-08-13,0.2155
2008-08-14,0.2034
2008-08-15,0.1958
2008-08-18,0.2098
2008-08-19,0.2128
2008-08-20,0.2042
2008-08-21,0.1982
2008-08-22,0.1881
2008-08-25,0.2097
2008-08-26,0.2049
2008-08-27,0.1976
2008-08-28,0.1943
2008-08-29,0.2065
2008-09-02,0.2199
2008-09-03,0.2143
2008-09-04,0.2403
2008-09-05,0.2306
2008-09-08,0.2264
2008-09-09,0.2547
2008-09-10,0.2452
2008-09-11,0.2439
2008-09-12,0.2566
2008-09-15,0.3170
2008-09-16,0.3030
2008-09-17,0.3622
2008-09-18,0.3310
2008-09-19,0.3207
2008-09-22,0.3385
2008-09-23,0.3572
2008-09-24,0.3519
2008-09-25,0.3282
2008-09-26,0.3474
2008-09-29,0.4672
2008-09-30,0.3939
2008-10-01,0.3981
2008-10-02,0.4526
2008-10-03,0.4514
2008-10-06,0.5205
2008-10-07,0.5368
2008-10-08,0.5753
2008-10-09,0.6392
2008-10-10,0.6995
2008-10-13,0.5499
2008-10-14,0.5513
2008-10-15,0.6925
2008-10-16,0.6761
2008-10-17,0.7033
2008-10-20,0.5297
2008-10-21,0.5311
2008-10-22,0.6965
2008-10-23,0.6780
2008-10-24,0.7913
2008-10-27,0.8006
2008-10-28,0.6696
2008-10-29,0.6996
2008-10-30,0.6290
2008-10-31,0.5989
2008-11-03,0.5368
2008-11-04,0.4773
2008-11-05,0.5456
2008-11-06,0.6368
2008-11-07,0.5610
2008-11-10,0.5998
2008-11-11,0.6144
2008-11-12,0.6646
2008-11-13,0.5983
2008-11-14,0.6631
2008-11-17,0.6915
2008-11-18,0.6764
2008-11-19,0.7426
2008-11-20,0.8086
2008-11-21,0.7267
2008-11-24,0.6470
2008-11-25,0.6090
2008-11-26,0.5492
2008-11-28,0.5528
2008-12-01,0.6851
2008-12-02,0.6298
2008-12-03,0.6072
2008-12-04,0.6364
2008-12-05,0.5993
2008-12-08,0.5849
2008-12-09,0.5891
2008-12-10,0.5573
2008-12-11,0.5578
2008-12-12,0.5428
2008-12-15,0.5676
2008-12-16,0.5237
2008-12-17,0.4984
2008-12-18,0.4734
2008-12-19,0.4493
2008-12-22,0.4456
2008-12-23,0.4502
2008-12-24,0.4421
2008-12-26,0.4338
2008-12-29,0.4390
2008-12-30,0.4163
2008-12-31,0.4000
2009-01-02,0.3919
2009-01-05,0.3908
2009-01-06,0.3856
2009-01-07,0.4339
2009-01-08,0.4256
2009-01-09,0.4282
2009-01-12,0.4584
2009-01-13,0.4327
2009-01-14,0.4914
2009-01-15,0.5100
2009-01-16,0.4611
2009-01-20,0.5665
2009-01-21,0.4642
2009-01-22,0.4729
2009-01-23,0.4727
2009-01-26,0.4569
2009-01-27,0.4225
2009-01-28,0.3966
2009-01-29,0.4263
2009-01-30,0.4484
2009-02-02,0.4552
2009-02-03,0.4306
2009-02-04,0.4385
2009-02-05,0.4373
2009-02-06,0.4337
2009-02-09,0.4364
2009-02-10,0.4667
2009-02-11,0.4453
2009-02-12,0.4125
2009-02-13,0.4293
2009-02-17,0.4866
2009-02-18,0.4846
2009-02-19,0.4708
2009-02-20,0.4930
2009-02-23,0.5262
2009-02-24,0.4549
2009-02-25,0.4467
2009-02-26,0.4466
2009-02-27,0.4635
2009-03-02,0.5265
2009-03-03,0.5093
2009-03-04,0.4756
2009-03-05,0.5017
2009-03-06,0.4933
2009-03-09,0.4968
2009-03-10,0.4437
2009-03-11,0.4361
2009-03-12,0.4118
2009-03-13,0.4236
2009-03-16,0.4374
2009-03-17,0.4080
2009-03-18,0.4006
2009-03-19,0.4368
2009-03-20,0.4589
2009-03-23,0.4323
2009-03-24,0.4293
2009-03-25,0.4225
2009-03-26,0.4036
2009-03-27,0.4104
2009-03-30,0.4554
2009-03-31,0.4414
2009-04-01,0.4228
2009-04-02,0.4204
2009-04-03,0.3970
2009-04-06,0.4093
2009-04-07,0.4039
2009-04-08,0.3885
2009-04-09,0.3653
2009-04-13,0.3781
2009-04-14,0.3767
2009-04-15,0.3617
2009-04-16,0.3579
2009-04-17,0.3394
2009-04-20,0.3918
2009-04-21,0.3714
2009-04-22,0.3810
2009-04-23,0.3715
2009-04-24,0.3682
2009-04-27,0.3832
2009-04-28,0.3795
2009-04-29,0.3608
2009-04-30,0.3650
2009-05-01,0.3530
2009-05-04,0.3453
2009-05-05,0.3336
2009-05-06,0.3245
2009-05-07,0.3344
2009-05-08,0.3205
2009-05-11,0.3287
2009-05-12,0.3180
2009-05-13,0.3365
2009-05-14,0.3137
2009-05-15,0.3312
2009-05-18,0.3024
2009-05-19,0.2880
2009-05-20,0.2903
2009-05-21,0.3135
2009-05-22,0.3263
2009-05-26,0.3062
2009-05-27,0.3236
2009-05-28,0.3167
2009-05-29,0.2892
2009-06-01,0.3004
2009-06-02,0.2963
2009-06-03,0.3102
2009-06-04,0.3018
2009-06-05,0.2962
2009-06-08,0.2977
2009-06-09,0.2827
2009-06-10,0.2846
2009-06-11,0.2811
2009-06-12,0.2815
2009-06-15,0.3081
2009-06-16,0.3268
2009-06-17,0.3154
2009-06-18,0.3003
2009-06-19,0.2799
2009-06-22,0.3117
2009-06-23,0.3058
2009-06-24,0.2905
2009-06-25,0.2636
2009-06-26,0.2593
2009-06-29,0.2535
2009-06-30,0.2635
2009-07-01,0.2622
2009-07-02,0.2795
2009-07-06,0.2900
2009-07-07,0.3085
2009-07-08,0.3130
2009-07-09,0.2978
2009-07-10,0.2902
2009-07-13,0.2631
2009-07-14,0.2502
2009-07-15,0.2589
2009-07-16,0.2542
2009-07-17,0.2434
2009-07-20,0.2440
2009-07-21,0.2387
2009-07-22,0.2347
2009-07-23,0.2343
2009-07-24,0.2309
2009-07-27,0.2428
2009-07-28,0.2501
2009-07-29,0.2561
2009-07-30,0.2540
2009-07-31,0.2592
2009-08-03,0.2556
2009-08-04,0.2489
2009-08-05,0.2490
2009-08-06,0.2567
2009-08-07,0.2476
2009-08-10,0.2499
2009-08-11,0.2599
2009-08-12,0.2545
2009-08-13,0.2471
2009-08-14,0.2427
2009-08-17,0.2789
2009-08-18,0.2618
2009-08-19,0.2626
2009-08-20,0.2509
2009-08-21,0.2501
2009-08-24,0.2514
2009-08-25,0.2492
2009-08-26,0.2495
2009-08-27,0.2468
2009-08-28,0.2476
2009-08-31,0.2601
2009-09-01,0.2915
2009-09-02,0.2890
2009-09-03,0.2710
2009-09-04,0.2526
2009-09-08,0.2562
2009-09-09,0.2432
2009-09-10,0.2355
2009-09-11,0.2415
2009-09-14,0.2386
2009-09-15,0.2342
2009-09-16,0.2369
2009-09-17,0.2365
2009-09-18,0.2392
2009-09-21,0.2406
2009-09-22,0.2308
2009-09-23,0.2349
2009-09-24,0.2495
2009-09-25,0.2561
2009-09-28,0.2488
2009-09-29,0.2519
2009-09-30,0.2561
2009-10-01,0.2827
2009-10-02,0.2868
2009-10-05,0.2684
2009-10-06,0.2570
2009-10-07,0.2468
2009-10-08,0.2418
2009-10-09,0.2312
2009-10-12,0.2301
2009-10-13,0.2299
2009-10-14,0.2286
2009-10-15,0.2172
2009-10-16,0.2143
2009-10-19,0.2149
2009-10-20,0.2090
2009-10-21,0.2222
2009-10-22,0.2069
2009-10-23,0.2227
2009-10-26,0.2431
2009-10-27,0.2483
2009-10-28,0.2791
2009-10-29,0.2476
2009-10-30,0.3069
2009-11-02,0.2978
2009-11-03,0.2881
2009-11-04,0.2772
2009-11-05,0.2543
2009-11-06,0.2419
2009-11-09,0.2315
2009-11-10,0.2284
2009-11-11,0.2304
2009-11-12,0.2424
2009-11-13,0.2336
2009-11-16,0.2289
2009-11-17,0.2241
2009-11-18,0.2163
2009-11-19,0.2263
2009-11-20,0.2219
2009-11-23,0.2116
2009-11-24,0.2047
2009-11-25,0.2048
2009-11-27,0.2474
2009-11-30,0.2451
2009-12-01,0.2192
2009-12-02,0.2112
2009-12-03,0.2246
2009-12-04,0.2125
2009-12-07,0.2210
2009-12-08,0.2369
2009-12-09,0.2266
2009-12-10,0.2232
2009-12-11,0.2159
2009-12-14,0.2115
2009-12-15,0.2149
2009-12-16,0.2054
2009-12-17,0.2251
2009-12-18,0.2168
2009-12-21,0.2049
2009-12-22,0.1954
2009-12-23,0.1971
2009-12-24,0.1947
2009-12-28,0.1993
2009-12-29,0.2001
2009-12-30,0.1996
2009-12-31,0.2168
2010-01-04,0.2004
2010-01-05,0.1935
2010-01-06,0.1916
2010-01-07,0.1906
2010-01-08,0.1813
2010-01-11,0.1755
2010-01-12,0.1825
2010-01-13,0.1785
2010-01-14,0.1763
2010-01-15,0.1791
2010-01-19,0.1758
2010-01-20,0.1868
2010-01-21,0.2227
2010-01-22,0.2731
2010-01-25,0.2541
2010-01-26,0.2455
2010-01-27,0.2314
2010-01-28,0.2373
2010-01-29,0.2462
2010-02-01,0.2259
2010-02-02,0.2148
2010-02-03,0.2160
2010-02-04,0.2608
2010-02-05,0.2611
2010-02-08,0.2651
2010-02-09,0.2600
2010-02-10,0.2540
2010-02-11,0.2396
2010-02-12,0.2273
2010-02-16,0.2225
2010-02-17,0.2172
2010-02-18,0.2063
2010-02-19,0.2002
2010-02-22,0.1994
2010-02-23,0.2137
2010-02-24,0.2027
2010-02-25,0.2010
2010-02-26,0.1950
2010-03-01,0.1926
2010-03-02,0.1906
2010-03-03,0.1883
2010-03-04,0.1872
2010-03-05,0.1742
2010-03-08,0.1779
2010-03-09,0.1792
2010-03-10,0.1857
2010-03-11,0.1806
2010-03-12,0.1758
2010-03-15,0.1800
2010-03-16,0.1769
2010-03-17,0.1691
2010-03-18,0.1662
2010-03-19,0.1697
2010-03-22,0.1687
2010-03-23,0.1635
2010-03-24,0.1755
2010-03-25,0.1840
2010-03-26,0.1777
2010-03-29,0.1759
2010-03-30,0.1713
2010-03-31,0.1759
2010-04-01,0.1747
2010-04-05,0.1702
2010-04-06,0.1623
2010-04-07,0.1662
2010-04-08,0.1648
2010-04-09,0.1614
2010-04-12,0.1558
2010-04-13,0.1620
2010-04-14,0.1559
